Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Transaction_Hour
T22231,2024-01-07,C3257,Smartphone,1.0,354.4046106210704,paypal,unknown,2024,1,7,6,0
T22233,2022-04-19,C4194,Coffee Machine,984.0,274.5075520618011,paypal,pending,2022,4,19,1,0
T22237,2024-06-18,C3850,Tablet,5.0,352.8289501433442,creditcard,completed,2024,6,18,1,0
T22243,2020-01-25,C4325,H,4.0,753.7350267347773,creditcard,unknown,2020,1,25,5,0
T22249,2024-08-16,C949,Smartphone,7.0,646.9971293537415,creditcard,completed,2024,8,16,4,0
T22253,2021-08-29,C4224,Smar,346.0,54.39805739923827,creditcard,unknown,2021,8,29,6,0
T22257,2020-02-07,C472,Tablet,1.0,607.2845264162773,creditcard,completed,2020,2,7,4,0
T22261,2024-12-16,C2952,Tablet,234.0,681.3716088079269,paypal,pending,2024,12,16,0,0
T22265,2022-07-22,C3746,Coffee Machine,1.0,946.2548762418312,cash,completed,2022,7,22,4,0
T22272,2020-11-28,C595,Tablet,845.0,642.120210449539,paypal,completed,2020,11,28,5,0
T22279,2021-10-17,C3263,Headphones,5.0,980.1325236060784,creditcard,completed,2021,10,17,6,0
T22282,2022-08-27,C4147,Tablet,1.0,54.39805739923827,creditcard,unknown,2022,8,27,5,0
T22286,2020-03-04,C896,Headphones,4.0,54.39805739923827,creditcard,completed,2020,3,4,2,0
T22290,2024-01-04,C3907,Laptop,2.0,311.07087507213896,paypal,pending,2024,1,4,3,0
T22296,2023-12-21,C270,Laptop,542.0,956.2452431796931,paypal,completed,2023,12,21,3,0
T22300,2020-12-05,C053,Headphones,9.0,435.86,paypal,completed,2020,12,5,5,0
T22310,2021-01-23,C3111,Tablet,9.0,54.39805739923827,paypal,completed,2021,1,23,5,0
T22312,2020-01-01,C687,Tablet,973.0,848.4864726981726,cash,unknown,2020,1,1,2,0
T22314,2023-12-23,C228,Laptop,392.0,54.39805739923827,creditcard,failed,2023,12,23,5,0
T22315,2022-08-10,C2348,Smartphone,160.0,54.39805739923827,cash,failed,2022,8,10,2,0
T22319,2020-07-30,C4134,Headphones,1.0,648.5917825085087,paypal,completed,2020,7,30,3,0
T22321,2023-04-14,C3905,Smartphone,125.0,686.02,creditcard,pending,2023,4,14,4,0
T22322,2021-08-08,C1311,Coffee Machine,5.0,633.0820312585979,cash,pending,2021,8,8,6,0
T22324,2021-06-09,C1663,Smartphone,5.0,848.77,cash,completed,2021,6,9,2,0
T22329,2021-02-12,C1353,Headphones,10.0,645.934849919868,cash,completed,2021,2,12,4,0
T22334,2021-09-22,C4053,Headphones,8.0,181.10702732095064,paypal,completed,2021,9,22,2,0
T22337,2024-03-25,C4684,Headphones,1.0,54.39805739923827,paypal,failed,2024,3,25,0,0
T22341,2021-11-22,C2548,Smartphone,2.0,705.0070633748427,creditcard,completed,2021,11,22,0,0
T22344,2020-08-12,C3810,Tablet,877.0,189.66865472366888,paypal,failed,2020,8,12,2,0
T22345,2022-03-16,C718,Coffee Machine,868.0,988.7073448789912,cash,completed,2022,3,16,2,0
T22348,2023-08-06,C1325,Laptop,462.0,54.39805739923827,paypal,completed,2023,8,6,6,0
T22349,2023-11-07,C1907,Lapto,959.0,751.7245598947379,paypal,completed,2023,11,7,1,0
T22351,2023-06-07,C1999,Smartphone,8.0,54.39805739923827,creditcard,completed,2023,6,7,2,0
T22355,2023-12-18,C879,H,4.0,54.39805739923827,paypal,completed,2023,12,18,0,0
T22359,2021-09-05,C737,Coffee Machine,9.0,54.39805739923827,creditcard,failed,2021,9,5,6,0
T22363,2023-06-19,C4629,Coffee Machine,5.0,541.2887114686328,cash,unknown,2023,6,19,0,0
T22366,2020-01-14,C1095,Coffee Machine,7.0,383.6187990115345,paypal,failed,2020,1,14,1,0
T22367,2024-03-05,C3868,Coffee Machine,2.0,810.7933557904366,paypal,completed,2024,3,5,1,0
T22371,2023-02-05,C1929,Headphones,8.0,319.9,creditcard,completed,2023,2,5,6,0
T22374,2022-10-21,C001,Coffee Machine,1.0,590.1930437898218,creditcard,unknown,2022,10,21,4,0
T22379,2023-06-01,C433,Coffee Machine,777.0,141.88,paypal,completed,2023,6,1,3,0
T22382,2024-04-16,C3008,Laptop,6.0,950.9639131716784,creditcard,pending,2024,4,16,1,0
T22384,2024-11-17,C074,Laptop,5.0,853.4662276139277,creditcard,failed,2024,11,17,6,0
T22395,2021-02-05,C1437,Laptop,321.0,948.319569616512,creditcard,pending,2021,2,5,4,0
T22396,2020-10-09,C2473,Tablet,10.0,311.3409961015391,creditcard,completed,2020,10,9,4,0
T22399,2022-09-01,C443,Laptop,7.0,773.111203722956,creditcard,completed,2022,9,1,3,0
T22400,2024-01-09,C3211,Headphones,10.0,54.39805739923827,paypal,completed,2024,1,9,1,0
T22402,2023-03-13,C1140,Coffee Machine,3.0,624.1377921754473,creditcard,completed,2023,3,13,0,0
T22410,2020-06-26,C3257,Coffee Machine,5.0,805.5382144599074,creditcard,completed,2020,6,26,4,0
T22411,2022-04-05,C4172,Smartpho,917.0,85.17,cash,failed,2022,4,5,1,0
T22412,2023-09-10,C1759,Tablet,5.0,54.39805739923827,cash,pending,2023,9,10,6,0
T22416,2021-07-14,C3008,Smartphone,898.0,450.254827362538,creditcard,pending,2021,7,14,2,0
T22417,2020-06-22,C848,Tablet,4.0,54.39805739923827,paypal,completed,2020,6,22,0,0
T22426,2020-09-11,C1028,Headphones,120.0,343.68267025010203,creditcard,failed,2020,9,11,4,0
T22439,2022-02-21,C2274,Headphones,516.0,54.39805739923827,paypal,failed,2022,2,21,0,0
T22440,2023-12-31,C4435,Headphones,5.0,54.39805739923827,cash,completed,2023,12,31,6,0
T22442,2022-09-28,C4447,Smartphone,406.0,554.716610707548,cash,completed,2022,9,28,2,0
T22444,2021-07-18,C933,Coffee Machine,9.0,54.39805739923827,cash,failed,2021,7,18,6,0
T22447,2020-07-26,C3755,Tablet,623.0,54.39805739923827,creditcard,completed,2020,7,26,6,0
T22450,2021-09-21,C904,Tablet,7.0,54.39805739923827,creditcard,unknown,2021,9,21,1,0
T22453,2020-11-22,C3875,Coffee Machine,609.0,419.54687835023697,paypal,completed,2020,11,22,6,0
T22461,2023-01-17,C2551,Smartph,612.0,701.54,creditcard,failed,2023,1,17,1,0
T22470,2022-06-08,C4210,Headphones,7.0,923.3029070472896,paypal,completed,2022,6,8,2,0
T22476,2020-08-06,C305,Headphones,9.0,994.8890962734176,cash,pending,2020,8,6,3,0
T22477,2024-05-06,C3012,Smartp,7.0,54.39805739923827,creditcard,completed,2024,5,6,0,0
T22480,2021-12-13,C3557,Coffee Machine,247.0,436.9603824033864,creditcard,completed,2021,12,13,0,0
T22481,2022-12-29,C741,S,2.0,569.4267015822725,paypal,unknown,2022,12,29,3,0
T22484,2020-12-31,C1738,Laptop,7.0,470.9240875732547,creditcard,unknown,2020,12,31,3,0
T22486,2020-01-29,C4370,Tablet,8.0,54.39805739923827,creditcard,completed,2020,1,29,2,0
T22488,2021-05-07,C1124,Tablet,208.0,54.39805739923827,paypal,pending,2021,5,7,4,0
T22491,2022-09-23,C4179,Smartphone,2.0,887.73,cash,unknown,2022,9,23,4,0
T22498,2022-07-24,C3990,Smartphon,7.0,53.03168163310201,paypal,unknown,2022,7,24,6,0
T22499,2022-10-13,C4268,Coffee Machine,650.0,54.39805739923827,creditcard,completed,2022,10,13,3,0
T22504,2020-10-13,C3540,Coffee Machine,391.0,97.36396106334382,cash,completed,2020,10,13,1,0
T22505,2024-11-02,C2309,Coffee Machine,6.0,54.39805739923827,paypal,unknown,2024,11,2,5,0
T22517,2021-11-18,C598,Tablet,1.0,179.21884381358927,paypal,completed,2021,11,18,3,0
T22525,2022-07-30,C2834,Smartphone,2.0,867.8859246519486,cash,failed,2022,7,30,5,0
T22528,2024-01-25,C3150,Laptop,6.0,973.2245201161052,paypal,completed,2024,1,25,3,0
T22531,2024-11-25,C3708,Tablet,725.0,54.39805739923827,cash,failed,2024,11,25,0,0
T22534,2021-08-13,C2689,Tablet,3.0,284.3987448670558,creditcard,unknown,2021,8,13,4,0
T22536,2023-03-14,C2642,Tablet,7.0,605.2717278196615,creditcard,completed,2023,3,14,1,0
T22539,2024-06-03,C317,Tablet,7.0,759.6216795196365,paypal,completed,2024,6,3,0,0
T22541,2023-07-11,C2170,Tablet,4.0,978.0243948110834,creditcard,completed,2023,7,11,1,0
T22549,2020-05-29,C1841,Smartphone,495.0,169.28170104648484,creditcard,completed,2020,5,29,4,0
T22553,2023-03-21,C3331,Smartphone,10.0,111.90024783886054,paypal,unknown,2023,3,21,1,0
T22555,2024-03-21,C2647,Tablet,3.0,372.9778851455885,creditcard,completed,2024,3,21,3,0
T22561,2020-04-02,C2704,Smartphone,8.0,345.87818163532006,paypal,completed,2020,4,2,3,0
T22562,2023-01-03,C082,Tablet,2.0,625.6003288926432,paypal,completed,2023,1,3,1,0
T22563,2022-02-17,C263,Tablet,225.0,646.1546893263876,paypal,failed,2022,2,17,3,0
T22565,2021-12-21,C1449,Coffee Machine,7.0,434.6139013669714,creditcard,completed,2021,12,21,1,0
T22567,2023-01-02,C4724,Laptop,882.0,183.18671710711715,paypal,failed,2023,1,2,0,0
T22568,2023-11-23,C3140,Tablet,722.0,54.39805739923827,creditcard,failed,2023,11,23,3,0
T22569,2023-01-25,C3037,Headphones,769.0,543.8093370633857,cash,completed,2023,1,25,2,0
T22570,2020-02-15,C3154,Tablet,829.0,415.3218209830326,creditcard,failed,2020,2,15,5,0
T22571,2021-01-13,C4022,Coffee Machine,6.0,619.0523136762822,paypal,pending,2021,1,13,2,0
T22572,2022-05-05,C3068,Coffee Machine,8.0,136.04386363180097,cash,completed,2022,5,5,3,0
T22574,2023-10-24,C1409,Laptop,8.0,399.1374646760063,creditcard,unknown,2023,10,24,1,0
T22575,2024-08-12,C2685,Smartphone,907.0,54.39805739923827,creditcard,completed,2024,8,12,0,0
T22576,2023-11-13,C1538,Smartphone,448.0,653.1131700293657,cash,failed,2023,11,13,0,0
T22586,2020-01-10,C4342,Laptop,7.0,494.8199593735042,creditcard,pending,2020,1,10,4,0
T22595,2022-08-01,C1690,Tablet,355.0,971.378165149787,paypal,unknown,2022,8,1,0,0
T22597,2021-02-12,C286,Headphones,1.0,54.39805739923827,paypal,completed,2021,2,12,4,0
T22602,2022-09-30,C1712,S,263.0,887.5756546185437,creditcard,completed,2022,9,30,4,0
T22605,2020-06-18,C3645,Coffee Machine,240.0,54.39805739923827,paypal,completed,2020,6,18,3,0
T22606,2022-01-11,C866,Tablet,9.0,700.7162836141624,creditcard,unknown,2022,1,11,1,0
T22608,2021-12-05,C4946,Headphones,6.0,54.39805739923827,cash,completed,2021,12,5,6,0
T22609,2021-07-15,C2842,Headphones,2.0,778.98,creditcard,unknown,2021,7,15,3,0
T22611,2021-06-30,C975,Smartphone,801.0,155.70038389914737,paypal,unknown,2021,6,30,2,0
T22613,2020-03-28,C3683,Smartphone,834.0,531.5985092266349,creditcard,pending,2020,3,28,5,0
T48550,2020-11-23,C3762,Smartphone,10.0,963.7707713071916,creditcard,completed,2020,11,23,0,0
T22616,2024-05-19,C3560,Headphones,926.0,54.39805739923827,creditcard,completed,2024,5,19,6,0
T22620,2021-03-16,C1582,Smartphone,757.0,54.39805739923827,paypal,completed,2021,3,16,1,0
T22631,2024-05-12,C1912,Hea,5.0,927.2480201156264,paypal,completed,2024,5,12,6,0
T22634,2021-05-14,C549,Headphones,899.0,924.3335655485804,paypal,failed,2021,5,14,4,0
T22641,2022-02-07,C684,Coffee Machine,6.0,54.39805739923827,creditcard,completed,2022,2,7,0,0
T22648,2024-01-01,C4923,Smartphone,561.0,83.68014631072347,paypal,pending,2024,1,1,0,0
T22658,2022-03-16,C2870,Tablet,478.0,54.39805739923827,creditcard,pending,2022,3,16,2,0
T22661,2024-08-20,C2132,Coffee Machine,7.0,388.9455638723914,cash,completed,2024,8,20,1,0
T22672,2023-10-03,C2499,Tablet,10.0,54.39805739923827,creditcard,completed,2023,10,3,1,0
T22678,2024-01-02,C427,Tablet,8.0,725.6312335242499,creditcard,unknown,2024,1,2,1,0
T22679,2020-07-09,C1313,Laptop,8.0,54.39805739923827,cash,failed,2020,7,9,3,0
T22681,2024-12-13,C2836,Coffee Machine,6.0,54.39805739923827,cash,completed,2024,12,13,4,0
T22687,2021-10-10,C3220,Tablet,9.0,553.719766093997,paypal,pending,2021,10,10,6,0
T22691,2022-04-24,C4814,Coffee Machine,722.0,851.6314962674904,paypal,completed,2022,4,24,6,0
T22695,2021-07-11,C3793,Laptop,590.0,54.39805739923827,creditcard,pending,2021,7,11,6,0
T22696,2021-04-05,C1722,Headphones,8.0,54.39805739923827,cash,completed,2021,4,5,0,0
T22699,2024-12-24,C3183,Headphones,4.0,876.0046790078944,creditcard,unknown,2024,12,24,1,0
T22700,2020-11-20,C412,Tablet,4.0,54.39805739923827,creditcard,completed,2020,11,20,4,0
T22702,2022-09-10,C781,Smartphone,8.0,54.39805739923827,creditcard,completed,2022,9,10,5,0
T22704,2024-03-20,C287,Headphones,2.0,490.8902456258864,paypal,completed,2024,3,20,2,0
T22709,2024-01-03,C4885,Coffee Machine,3.0,69.77550720828333,creditcard,completed,2024,1,3,2,0
T22710,2023-02-19,C4390,Laptop,8.0,54.39805739923827,creditcard,pending,2023,2,19,6,0
T22713,2020-01-13,C1803,Smartphone,3.0,130.96123327509008,cash,failed,2020,1,13,0,0
T22721,2022-08-14,C2998,Laptop,2.0,943.9321842893212,cash,completed,2022,8,14,6,0
T22722,2023-04-06,C4327,Smartphone,757.0,54.39805739923827,creditcard,completed,2023,4,6,3,0
T22724,2020-08-09,C434,Laptop,2.0,54.39805739923827,paypal,completed,2020,8,9,6,0
T22726,2021-01-19,C4037,Coffee Machine,7.0,931.4145900285582,creditcard,unknown,2021,1,19,1,0
T22728,2020-12-28,C3224,Smartphone,2.0,121.57722886800218,cash,completed,2020,12,28,0,0
T22735,2020-04-28,C1319,Laptop,9.0,54.39805739923827,paypal,pending,2020,4,28,1,0
T22737,2020-12-21,C2683,Coffee Machine,2.0,97.30286075230318,creditcard,completed,2020,12,21,0,0
T22741,2023-04-30,C3588,Smartphone,7.0,267.406891979544,creditcard,pending,2023,4,30,6,0
T22743,2020-04-03,C1778,Tablet,1.0,426.6838734408914,paypal,completed,2020,4,3,4,0
T22746,2024-03-13,C2445,Coffee Machine,693.0,403.55584559434783,paypal,completed,2024,3,13,2,0
T22748,2020-11-21,C4220,Tablet,5.0,891.3343295990696,creditcard,unknown,2020,11,21,5,0
T22749,2022-06-02,C2215,Tablet,6.0,667.29,creditcard,completed,2022,6,2,3,0
T22751,2021-08-21,C4590,Smartphone,424.0,54.39805739923827,paypal,unknown,2021,8,21,5,0
T22753,2020-06-26,C3063,Headphones,10.0,54.39805739923827,creditcard,completed,2020,6,26,4,0
T22754,2024-03-15,C2770,T,8.0,54.39805739923827,creditcard,unknown,2024,3,15,4,0
T22757,2023-10-29,C2129,Headphones,969.0,54.39805739923827,creditcard,pending,2023,10,29,6,0
T22758,2023-02-08,C4855,Laptop,4.0,81.13,creditcard,pending,2023,2,8,2,0
T22763,2023-03-07,C2943,Smartphone,361.0,54.39805739923827,cash,pending,2023,3,7,1,0
T22764,2020-07-02,C2995,Tablet,7.0,54.39805739923827,creditcard,completed,2020,7,2,3,0
T22765,2023-06-06,C3665,Headphones,9.0,661.0428431304183,cash,completed,2023,6,6,1,0
T22769,2021-08-09,C1570,Smartphone,9.0,824.2516285469972,creditcard,completed,2021,8,9,0,0
T22772,2020-10-08,C3693,Smartphone,1.0,795.9390466954487,creditcard,unknown,2020,10,8,3,0
T22773,2021-12-08,C643,Laptop,3.0,54.39805739923827,cash,completed,2021,12,8,2,0
T22778,2021-03-30,C2990,Smartphone,390.0,609.28,paypal,completed,2021,3,30,1,0
T22780,2023-06-09,C295,Coffee Machine,7.0,54.39805739923827,creditcard,unknown,2023,6,9,4,0
T22782,2023-07-12,C1085,Headphones,7.0,926.8984325167568,paypal,completed,2023,7,12,2,0
T22783,2022-03-12,C1782,Tablet,8.0,54.39805739923827,paypal,completed,2022,3,12,5,0
T22790,2023-07-31,C2395,Laptop,1.0,54.39805739923827,paypal,completed,2023,7,31,0,0
T22791,2021-03-15,C772,Tab,6.0,842.2301607296752,cash,completed,2021,3,15,0,0
T22794,2023-01-19,C3837,Laptop,7.0,54.39805739923827,creditcard,completed,2023,1,19,3,0
T22795,2022-11-12,C3216,Tablet,4.0,671.8238852383511,paypal,completed,2022,11,12,5,0
T22799,2023-07-21,C4578,Smartphone,6.0,54.39805739923827,paypal,completed,2023,7,21,4,0
T22801,2024-06-10,C1149,Laptop,8.0,534.9602205381268,paypal,pending,2024,6,10,0,0
T22802,2020-02-16,C726,Headphones,10.0,54.39805739923827,paypal,failed,2020,2,16,6,0
T22804,2020-10-21,C690,Smartphone,162.0,54.39805739923827,paypal,unknown,2020,10,21,2,0
T22806,2022-09-01,C510,Smartphone,7.0,442.9460535928898,creditcard,unknown,2022,9,1,3,0
T22809,2022-03-22,C2957,Laptop,530.0,708.8935690655442,cash,completed,2022,3,22,1,0
T22810,2021-09-09,C2789,Coffee Machine,1.0,829.4600052695996,paypal,completed,2021,9,9,3,0
T22811,2020-05-14,C3787,Tabl,719.0,262.85,paypal,failed,2020,5,14,3,0
T22813,2022-06-13,C3791,Headphones,2.0,897.2362439931604,cash,completed,2022,6,13,0,0
T22814,2024-07-15,C140,T,577.0,54.39805739923827,paypal,unknown,2024,7,15,0,0
T22820,2021-03-14,C624,Tablet,467.0,54.39805739923827,creditcard,completed,2021,3,14,6,0
T22831,2024-11-30,C3867,Smartphone,10.0,536.7033191223426,paypal,failed,2024,11,30,5,0
T22844,2021-03-17,C423,Headphones,8.0,54.39805739923827,creditcard,completed,2021,3,17,2,0
T22845,2020-06-11,C419,Laptop,149.0,54.39805739923827,paypal,unknown,2020,6,11,3,0
T22847,2023-12-06,C935,Tablet,3.0,696.7765911412131,cash,completed,2023,12,6,2,0
T22848,2024-03-09,C3816,Coffee Machine,430.0,852.5844730432407,cash,failed,2024,3,9,5,0
T22849,2024-01-12,C799,Laptop,4.0,114.51567768523584,cash,unknown,2024,1,12,4,0
T22851,2024-02-07,C2414,Tablet,535.0,813.1676440966302,creditcard,unknown,2024,2,7,2,0
T22854,2024-08-08,C2219,Headphones,9.0,54.39805739923827,paypal,unknown,2024,8,8,3,0
T22858,2024-05-18,C4794,Headphones,2.0,54.39805739923827,creditcard,completed,2024,5,18,5,0
T22871,2023-08-17,C4628,Laptop,371.0,364.859653579518,creditcard,completed,2023,8,17,3,0
T22872,2021-05-23,C695,Headphones,4.0,355.738470068723,creditcard,completed,2021,5,23,6,0
T22873,2020-03-24,C3904,Headphones,4.0,846.9173898418042,paypal,pending,2020,3,24,1,0
T22874,2021-04-20,C4129,Tablet,1.0,138.01263575775613,paypal,pending,2021,4,20,1,0
T22880,2021-08-29,C4951,Smartphone,3.0,54.39805739923827,paypal,failed,2021,8,29,6,0
T22881,2021-02-07,C3127,Headphones,6.0,511.25,paypal,pending,2021,2,7,6,0
T22886,2023-07-12,C561,Laptop,6.0,186.82437340816304,creditcard,completed,2023,7,12,2,0
T22888,2024-08-14,C861,Coffee Machine,8.0,958.9438805456704,cash,pending,2024,8,14,2,0
T22893,2023-09-22,C107,Tablet,7.0,516.9104187292023,paypal,pending,2023,9,22,4,0
T22894,2023-08-04,C446,Laptop,2.0,54.39805739923827,paypal,failed,2023,8,4,4,0
T22895,2020-04-13,C2261,Tablet,400.0,788.555794116431,paypal,completed,2020,4,13,0,0
T22896,2023-04-19,C2996,Headphones,8.0,54.39805739923827,creditcard,failed,2023,4,19,2,0
T22897,2024-10-16,C4025,Coffee Mac,205.0,54.39805739923827,paypal,unknown,2024,10,16,2,0
T22899,2022-05-21,C2190,Coffee Machine,7.0,946.3864190457568,creditcard,completed,2022,5,21,5,0
T22900,2023-02-03,C1898,Headp,4.0,54.39805739923827,creditcard,unknown,2023,2,3,4,0
T22901,2020-05-25,C2791,Coffee Machine,153.0,527.2105750436232,creditcard,completed,2020,5,25,0,0
T22902,2021-04-21,C1106,Smartphone,10.0,156.16221281909048,paypal,completed,2021,4,21,2,0
T22904,2021-09-02,C246,Coffee Machine,8.0,256.81893093635733,creditcard,completed,2021,9,2,3,0
T22905,2020-05-20,C2707,Lapt,7.0,337.7636104501545,paypal,unknown,2020,5,20,2,0
T22911,2023-03-02,C049,Headphones,473.0,396.9027266947909,creditcard,failed,2023,3,2,3,0
T22913,2021-11-15,C1712,Smartphone,9.0,54.39805739923827,paypal,unknown,2021,11,15,0,0
T22921,2021-01-26,C1542,Headphones,2.0,289.12361268038364,creditcard,unknown,2021,1,26,1,0
T22927,2021-03-23,C1436,Coffee Machine,7.0,54.39805739923827,creditcard,completed,2021,3,23,1,0
T22930,2022-01-20,C4982,Laptop,557.0,782.4956822608698,paypal,completed,2022,1,20,3,0
T22932,2024-08-06,C616,Coffee Machine,1.0,416.6732014415215,creditcard,unknown,2024,8,6,1,0
T22935,2023-05-02,C226,Headphone,3.0,892.712031319323,paypal,pending,2023,5,2,1,0
T22941,2024-01-02,C4050,Laptop,1.0,54.39805739923827,creditcard,completed,2024,1,2,1,0
T22942,2023-10-14,C2203,Headphones,614.0,770.2797395180264,paypal,completed,2023,10,14,5,0
T22946,2025-01-17,C1859,Smartphone,9.0,685.2123349211702,creditcard,completed,2025,1,17,4,0
T22960,2020-08-24,C2076,Coffee Machine,273.0,54.39805739923827,cash,unknown,2020,8,24,0,0
T22961,2021-08-14,C725,Headphones,7.0,882.7100621087324,paypal,unknown,2021,8,14,5,0
T22967,2023-02-06,C1919,Tablet,8.0,532.3324735704423,paypal,completed,2023,2,6,0,0
T22972,2020-11-19,C2212,Smartphone,1.0,207.08992745091464,creditcard,unknown,2020,11,19,3,0
T22980,2022-01-05,C2920,Headphones,287.0,54.39805739923827,creditcard,completed,2022,1,5,2,0
T22986,2022-04-13,C2733,Smartphone,8.0,216.18,creditcard,unknown,2022,4,13,2,0
T22989,2023-06-11,C433,Tablet,9.0,406.8901368070972,creditcard,completed,2023,6,11,6,0
T22990,2020-06-28,C1696,Coffee Machine,793.0,892.814065957298,paypal,unknown,2020,6,28,6,0
T22992,2024-11-07,C1558,Headphones,7.0,54.39805739923827,paypal,failed,2024,11,7,3,0
T22995,2022-09-19,C2371,Smartphone,9.0,745.070460285441,creditcard,failed,2022,9,19,0,0
T22997,2022-12-06,C1365,Coffee Machine,124.0,54.39805739923827,creditcard,completed,2022,12,6,1,0
T23001,2024-09-11,C3675,Smartphone,2.0,54.39805739923827,paypal,completed,2024,9,11,2,0
T23005,2023-04-22,C942,Tablet,1.0,454.4140884053363,paypal,unknown,2023,4,22,5,0
T23007,2021-09-02,C2858,Coffee Machine,4.0,54.39805739923827,creditcard,unknown,2021,9,2,3,0
T23011,2021-02-19,C3119,Headphones,2.0,491.4366197833837,creditcard,completed,2021,2,19,4,0
T23017,2022-05-02,C2894,Coffee Machine,2.0,900.99,paypal,completed,2022,5,2,0,0
T23022,2023-07-31,C237,Laptop,9.0,413.799874186623,creditcard,completed,2023,7,31,0,0
T23024,2024-01-04,C1124,Coffee Machine,10.0,229.530019361006,paypal,completed,2024,1,4,3,0
T23025,2021-07-18,C2998,Laptop,972.0,135.8196644919416,paypal,completed,2021,7,18,6,0
T23031,2022-11-23,C2408,Headphones,8.0,647.24,creditcard,pending,2022,11,23,2,0
T23033,2020-07-16,C3868,Laptop,102.0,614.0481170019909,paypal,pending,2020,7,16,3,0
T23040,2020-08-12,C3272,Headphones,255.0,103.49671680128633,paypal,completed,2020,8,12,2,0
T23045,2024-06-29,C3131,Coffee Machine,419.0,54.39805739923827,paypal,unknown,2024,6,29,5,0
T23050,2022-04-15,C861,La,9.0,464.8221782095716,creditcard,completed,2022,4,15,4,0
T23051,2023-05-19,C3351,Smartphone,7.0,917.201089529298,creditcard,pending,2023,5,19,4,0
T23056,2021-07-08,C4136,Ta,6.0,586.65,paypal,completed,2021,7,8,3,0
T23059,2024-11-08,C4933,Headphones,516.0,941.2899164622646,paypal,completed,2024,11,8,4,0
T23064,2024-07-01,C4191,Coffee Mac,855.0,370.8199603033928,creditcard,unknown,2024,7,1,0,0
T23067,2023-10-08,C2462,Tablet,8.0,54.39805739923827,paypal,completed,2023,10,8,6,0
T23069,2022-07-10,C2921,Cof,7.0,227.6889856322317,paypal,unknown,2022,7,10,6,0
T23071,2022-02-21,C1249,Laptop,7.0,92.67,creditcard,completed,2022,2,21,0,0
T23080,2020-03-23,C1289,Smartphone,7.0,108.89981546251433,creditcard,failed,2020,3,23,0,0
T23082,2023-02-10,C379,Coffee Machine,744.0,74.04173362388039,creditcard,completed,2023,2,10,4,0
T23084,2022-07-13,C3693,Headphones,731.0,54.39805739923827,paypal,failed,2022,7,13,2,0
T23086,2023-12-12,C1526,Ta,8.0,941.2351187040476,creditcard,completed,2023,12,12,1,0
T23091,2023-02-24,C4207,Tablet,2.0,453.4941250306467,paypal,unknown,2023,2,24,4,0
T23092,2023-11-23,C4607,Smartphone,10.0,54.39805739923827,creditcard,completed,2023,11,23,3,0
T23095,2020-03-17,C1910,Sm,8.0,54.39805739923827,creditcard,completed,2020,3,17,1,0
T23099,2021-02-27,C3763,Tablet,4.0,54.39805739923827,creditcard,completed,2021,2,27,5,0
T23100,2022-12-21,C4303,Headp,1.0,669.9544700376234,creditcard,completed,2022,12,21,2,0
T23105,2022-07-17,C2166,Smartphone,4.0,54.39805739923827,paypal,unknown,2022,7,17,6,0
T23107,2022-08-21,C2748,Coffee Machine,7.0,54.39805739923827,creditcard,unknown,2022,8,21,6,0
T23109,2023-02-15,C2009,Headphones,915.0,759.6502234524925,paypal,completed,2023,2,15,2,0
T23111,2024-12-18,C645,Headphones,5.0,411.9105833775928,paypal,unknown,2024,12,18,2,0
T23116,2021-12-03,C3826,Headphones,662.0,472.5485990628897,paypal,pending,2021,12,3,4,0
T23119,2024-01-31,C3482,Smartphone,212.0,54.39805739923827,paypal,completed,2024,1,31,2,0
T23128,2022-07-10,C3253,Smartphone,591.0,54.39805739923827,paypal,completed,2022,7,10,6,0
T23131,2020-10-31,C004,Coffee Machine,10.0,54.39805739923827,creditcard,completed,2020,10,31,5,0
T23133,2021-04-16,C4690,Laptop,4.0,856.4698709527023,paypal,completed,2021,4,16,4,0
T23134,2021-10-19,C3731,Laptop,998.0,54.39805739923827,creditcard,completed,2021,10,19,1,0
T23138,2022-09-05,C2551,Table,8.0,620.3992493494786,paypal,pending,2022,9,5,0,0
T23139,2024-08-13,C1370,Coffee Machine,4.0,734.5829218747616,paypal,failed,2024,8,13,1,0
T23140,2020-08-02,C3752,Tablet,905.0,867.73,cash,completed,2020,8,2,6,0
T23141,2023-07-13,C904,Coffee Machine,781.0,54.39805739923827,creditcard,pending,2023,7,13,3,0
T23143,2021-10-09,C4406,Headphones,5.0,54.39805739923827,cash,completed,2021,10,9,5,0
T23147,2024-07-29,C3059,Coffee Machine,8.0,461.3449688224017,creditcard,unknown,2024,7,29,0,0
T23151,2021-08-02,C248,Laptop,639.0,54.39805739923827,paypal,unknown,2021,8,2,0,0
T23158,2020-12-10,C230,Tablet,5.0,461.3066249399509,paypal,completed,2020,12,10,3,0
T23160,2021-06-05,C4641,Coffee Machine,6.0,429.7476373152158,creditcard,completed,2021,6,5,5,0
T23162,2020-07-20,C2581,Coffee Machine,233.0,965.52,cash,pending,2020,7,20,0,0
T23164,2023-09-05,C3220,Tablet,3.0,367.0400617513464,paypal,unknown,2023,9,5,1,0
