week_num,country,model,prompt_category,conversation_count,avg_quality_score,drop_off_rate
15,Thailand,gpt-4,other,3,6.44,33.33
15,The Netherlands,gpt-3.5-turbo,coding and technical,2,5.375,0.0
15,The Netherlands,gpt-3.5-turbo,factual question answering,2,6.475,0.0
15,The Netherlands,gpt-3.5-turbo,other,70,4.131142857142858,31.43
15,The Netherlands,gpt-4,factual question answering,1,7.52,100.0
15,The Netherlands,gpt-4,other,91,5.705384615384616,68.13
15,Trinidad and Tobago,gpt-4,other,1,3.31,100.0
15,Tunisia,gpt-3.5-turbo,other,4,4.1425,50.0
15,Tunisia,gpt-4,other,3,2.9966666666666666,66.67
15,Türkiye,gpt-3.5-turbo,coding and technical,1,4.32,100.0
15,Türkiye,gpt-3.5-turbo,factual question answering,3,5.733333333333333,66.67
15,Türkiye,gpt-3.5-turbo,other,133,3.761203007518797,30.83
15,Türkiye,gpt-4,coding and technical,3,6.726666666666667,33.33
15,Türkiye,gpt-4,factual question answering,2,8.49,0.0
15,Türkiye,gpt-4,other,59,5.084745762711864,59.32
15,UNKNOWN,gpt-3.5-turbo,other,14,3.924285714285714,35.71
15,UNKNOWN,gpt-4,other,7,3.3042857142857147,14.29
15,Ukraine,gpt-3.5-turbo,other,6,3.9599999999999995,33.33
15,Ukraine,gpt-4,creative writing,1,3.58,100.0
15,Ukraine,gpt-4,other,21,4.061904761904762,66.67
15,United Arab Emirates,gpt-3.5-turbo,coding and technical,2,7.525,0.0
15,United Arab Emirates,gpt-3.5-turbo,other,81,3.811111111111111,37.04
15,United Arab Emirates,gpt-4,factual question answering,1,9.55,0.0
15,United Arab Emirates,gpt-4,other,9,4.382222222222222,33.33
15,United Kingdom,gpt-3.5-turbo,coding and technical,1,6.4,0.0
15,United Kingdom,gpt-3.5-turbo,factual question answering,7,5.05,14.29
15,United Kingdom,gpt-3.5-turbo,other,147,3.9571428571428573,42.18
15,United Kingdom,gpt-3.5-turbo,roleplay or persona,1,5.57,0.0
15,United Kingdom,gpt-4,creative writing,3,8.623333333333333,0.0
15,United Kingdom,gpt-4,factual question answering,5,6.779999999999999,0.0
15,United Kingdom,gpt-4,other,92,5.459347826086956,45.65
15,United States,gpt-3.5-turbo,coding and technical,5,4.57,40.0
15,United States,gpt-3.5-turbo,creative writing,8,6.47375,37.5
15,United States,gpt-3.5-turbo,factual question answering,29,5.083793103448276,10.34
15,United States,gpt-3.5-turbo,other,743,3.9791790040376855,40.92
15,United States,gpt-4,coding and technical,5,6.747999999999999,20.0
15,United States,gpt-4,creative writing,5,7.715999999999999,20.0
15,United States,gpt-4,factual question answering,23,6.65391304347826,34.78
15,United States,gpt-4,other,604,5.094420529801325,59.93
15,United States,gpt-4,roleplay or persona,2,8.535,50.0
15,Uruguay,gpt-4,factual question answering,4,6.8525,50.0
15,Uruguay,gpt-4,other,17,6.938235294117647,58.82
15,Uzbekistan,gpt-3.5-turbo,other,9,5.108888888888889,44.44
15,Uzbekistan,gpt-4,other,3,5.71,33.33
15,Venezuela,gpt-3.5-turbo,coding and technical,3,5.8566666666666665,0.0
15,Venezuela,gpt-3.5-turbo,factual question answering,1,5.31,0.0
15,Venezuela,gpt-3.5-turbo,other,32,4.176875,21.88
15,Venezuela,gpt-4,creative writing,1,8.04,0.0
15,Venezuela,gpt-4,other,23,6.354782608695652,39.13
15,Vietnam,gpt-3.5-turbo,factual question answering,1,1.69,0.0
15,Vietnam,gpt-3.5-turbo,other,66,4.1445454545454545,37.88
15,Vietnam,gpt-4,other,17,5.684705882352941,58.82
15,Yemen,gpt-3.5-turbo,other,2,7.275,50.0
16,Algeria,gpt-3.5-turbo,other,55,4.314909090909091,54.55
16,Algeria,gpt-4,creative writing,2,6.455,50.0
16,Algeria,gpt-4,other,61,6.170491803278688,63.93
16,Argentina,gpt-3.5-turbo,coding and technical,1,5.36,0.0
16,Argentina,gpt-3.5-turbo,creative writing,1,5.71,0.0
16,Argentina,gpt-3.5-turbo,factual question answering,1,7.29,0.0
16,Argentina,gpt-3.5-turbo,other,26,5.390384615384615,19.23
16,Argentina,gpt-4,other,41,5.883658536585366,41.46
16,Armenia,gpt-3.5-turbo,other,3,3.4499999999999997,0.0
16,Australia,gpt-3.5-turbo,factual question answering,1,8.48,0.0
16,Australia,gpt-3.5-turbo,other,49,3.898367346938776,67.35
16,Australia,gpt-4,creative writing,2,6.22,0.0
16,Australia,gpt-4,other,23,5.436521739130434,52.17
16,Australia,gpt-4,roleplay or persona,1,9.65,0.0
16,Austria,gpt-3.5-turbo,other,11,3.786363636363636,63.64
16,Austria,gpt-4,other,11,4.722727272727273,72.73
16,Azerbaijan,gpt-3.5-turbo,other,1,5.96,100.0
16,Azerbaijan,gpt-4,other,2,7.245,100.0
16,Bangladesh,gpt-3.5-turbo,other,2,3.54,0.0
16,Belarus,gpt-3.5-turbo,coding and technical,1,4.01,0.0
16,Belarus,gpt-3.5-turbo,creative writing,1,7.73,0.0
16,Belarus,gpt-3.5-turbo,other,85,5.5132941176470585,44.71
16,Belarus,gpt-4,coding and technical,1,6.23,100.0
16,Belarus,gpt-4,factual question answering,1,6.44,100.0
16,Belarus,gpt-4,other,19,6.434736842105263,52.63
16,Belgium,gpt-3.5-turbo,coding and technical,1,6.04,0.0
16,Belgium,gpt-3.5-turbo,other,28,5.736785714285714,32.14
16,Belgium,gpt-4,other,2,4.205,50.0
16,Bolivia,gpt-3.5-turbo,other,3,2.51,66.67
16,Brazil,gpt-3.5-turbo,creative writing,1,6.23,0.0
16,Brazil,gpt-3.5-turbo,other,529,3.7870510396975425,60.49
16,Brazil,gpt-4,creative writing,1,5.07,0.0
16,Brazil,gpt-4,factual question answering,1,7.8,0.0
16,Brazil,gpt-4,other,54,5.584444444444444,68.52
16,Bulgaria,gpt-3.5-turbo,other,6,4.696666666666666,33.33
16,Cameroon,gpt-3.5-turbo,other,7,4.735714285714286,0.0
16,Cameroon,gpt-4,other,1,7.49,100.0
16,Canada,gpt-3.5-turbo,creative writing,1,7.62,0.0
16,Canada,gpt-3.5-turbo,factual question answering,8,5.03,25.0
16,Canada,gpt-3.5-turbo,other,126,4.4150793650793645,47.62
16,Canada,gpt-4,coding and technical,1,6.96,100.0
16,Canada,gpt-4,creative writing,1,8.34,0.0
16,Canada,gpt-4,factual question answering,12,5.736666666666667,41.67
16,Canada,gpt-4,other,198,5.799141414141414,65.66
16,Chile,gpt-3.5-turbo,other,3,4.56,0.0
16,Chile,gpt-4,other,3,6.6433333333333335,33.33
16,China,gpt-3.5-turbo,coding and technical,10,4.593999999999999,0.0
16,China,gpt-3.5-turbo,creative writing,1,2.18,0.0
16,China,gpt-3.5-turbo,factual question answering,16,5.094375,12.5
16,China,gpt-3.5-turbo,other,3695,2.7670473612990527,31.77
16,China,gpt-3.5-turbo,roleplay or persona,1,4.23,0.0
16,China,gpt-4,coding and technical,1,4.64,100.0
16,China,gpt-4,factual question answering,4,5.9825,50.0
16,China,gpt-4,other,684,2.9448684210526315,57.16
16,Colombia,gpt-3.5-turbo,other,13,3.2453846153846153,53.85
16,Colombia,gpt-4,other,11,5.685454545454546,36.36
16,Costa Rica,gpt-3.5-turbo,other,27,4.467407407407408,40.74
16,Costa Rica,gpt-4,other,3,4.286666666666666,66.67
16,Croatia,gpt-3.5-turbo,other,6,2.8466666666666662,50.0
16,Croatia,gpt-4,other,5,5.098,80.0
16,Cuba,gpt-3.5-turbo,other,2,6.04,50.0
16,Cyprus,gpt-3.5-turbo,other,1,4.51,0.0
16,Cyprus,gpt-4,other,1,1.49,100.0
16,Czechia,gpt-3.5-turbo,other,3,5.346666666666667,33.33
16,Czechia,gpt-4,creative writing,1,1.57,0.0
16,Czechia,gpt-4,other,8,3.8899999999999997,50.0
16,DR Congo,gpt-3.5-turbo,other,1,7.04,0.0
16,DR Congo,gpt-4,other,1,2.3,100.0
16,Denmark,gpt-3.5-turbo,other,20,4.6645,40.0
16,Denmark,gpt-4,coding and technical,3,8.003333333333332,0.0
16,Denmark,gpt-4,other,40,6.6,45.0
16,Ecuador,gpt-3.5-turbo,other,1,2.33,0.0
16,Ecuador,gpt-4,other,2,5.4350000000000005,100.0
16,Egypt,gpt-3.5-turbo,creative writing,1,3.83,0.0
16,Egypt,gpt-3.5-turbo,factual question answering,2,6.6899999999999995,0.0
16,Egypt,gpt-3.5-turbo,other,74,5.752837837837838,43.24
16,Egypt,gpt-4,coding and technical,1,6.64,100.0
16,Egypt,gpt-4,factual question answering,4,7.465,0.0
16,Egypt,gpt-4,other,66,6.276666666666666,45.45
16,Egypt,gpt-4,roleplay or persona,1,9.7,0.0
16,Estonia,gpt-3.5-turbo,coding and technical,1,5.21,0.0
16,Estonia,gpt-3.5-turbo,creative writing,1,4.95,100.0
16,Estonia,gpt-3.5-turbo,other,98,3.772857142857143,56.12
16,Estonia,gpt-4,other,2,6.54,100.0
16,Ethiopia,gpt-3.5-turbo,other,5,5.0,20.0
16,Ethiopia,gpt-4,other,2,8.15,50.0
16,Fiji,gpt-3.5-turbo,other,1,3.15,0.0
16,Finland,gpt-3.5-turbo,coding and technical,5,5.536,40.0
16,Finland,gpt-3.5-turbo,other,46,4.747173913043478,60.87
16,Finland,gpt-4,other,16,5.1275,75.0
16,France,gpt-3.5-turbo,coding and technical,1,2.39,100.0
16,France,gpt-3.5-turbo,creative writing,1,7.48,0.0
16,France,gpt-3.5-turbo,emotional support,1,6.49,100.0
16,France,gpt-3.5-turbo,factual question answering,2,5.43,50.0
16,France,gpt-3.5-turbo,other,186,4.695806451612903,34.95
16,France,gpt-4,coding and technical,3,8.226666666666667,0.0
16,France,gpt-4,factual question answering,1,1.46,100.0
16,France,gpt-4,other,205,5.744829268292683,56.59
16,France,gpt-4,roleplay or persona,2,6.71,50.0
16,French Guiana,gpt-3.5-turbo,other,7,4.397142857142858,57.14
16,French Guiana,gpt-4,other,2,7.01,50.0
16,Gabon,gpt-3.5-turbo,other,3,6.866666666666667,0.0
16,Georgia,gpt-3.5-turbo,other,3,3.266666666666667,33.33
16,Georgia,gpt-4,other,4,3.365,75.0
16,Germany,gpt-3.5-turbo,coding and technical,5,5.774,20.0
16,Germany,gpt-3.5-turbo,creative writing,1,2.25,100.0
16,Germany,gpt-3.5-turbo,factual question answering,12,6.1925,41.67
16,Germany,gpt-3.5-turbo,other,419,5.3630787589498805,56.56
16,Germany,gpt-4,coding and technical,1,7.38,0.0
16,Germany,gpt-4,creative writing,4,7.3625,50.0
16,Germany,gpt-4,factual question answering,8,6.1725,50.0
16,Germany,gpt-4,other,389,6.276092544987147,75.58
16,Ghana,gpt-3.5-turbo,other,1,1.67,100.0
16,Greece,gpt-3.5-turbo,other,15,3.9546666666666668,33.33
16,Greece,gpt-4,other,4,5.5975,75.0
16,Greenland,gpt-4,other,1,9.47,0.0
16,Guadeloupe,gpt-3.5-turbo,other,1,3.55,100.0
16,Guatemala,gpt-3.5-turbo,other,13,5.764615384615384,15.38
16,Guatemala,gpt-4,other,1,6.74,100.0
16,Hong Kong,gpt-3.5-turbo,coding and technical,3,2.2399999999999998,33.33
16,Hong Kong,gpt-3.5-turbo,factual question answering,5,5.794,0.0
16,Hong Kong,gpt-3.5-turbo,other,382,3.3341623036649217,32.2
16,Hong Kong,gpt-4,factual question answering,2,8.405000000000001,0.0
16,Hong Kong,gpt-4,other,82,3.146951219512195,56.1
16,Hungary,gpt-3.5-turbo,factual question answering,1,4.42,0.0
16,Hungary,gpt-3.5-turbo,other,8,5.21125,37.5
16,Hungary,gpt-4,coding and technical,1,5.81,0.0
16,Hungary,gpt-4,factual question answering,1,4.54,0.0
16,Hungary,gpt-4,other,8,6.28375,62.5
16,India,gpt-3.5-turbo,coding and technical,3,5.640000000000001,0.0
16,India,gpt-3.5-turbo,factual question answering,5,6.304,0.0
16,India,gpt-3.5-turbo,other,120,5.163916666666666,35.0
16,India,gpt-4,coding and technical,1,8.93,0.0
16,India,gpt-4,creative writing,2,5.895,50.0
16,India,gpt-4,factual question answering,4,6.574999999999999,50.0
16,India,gpt-4,other,220,6.000727272727273,59.09
16,Indonesia,gpt-3.5-turbo,other,29,3.5751724137931036,55.17
16,Indonesia,gpt-4,coding and technical,1,7.56,0.0
16,Indonesia,gpt-4,other,18,6.171111111111111,38.89
16,Iran,gpt-3.5-turbo,factual question answering,1,2.52,100.0
16,Iran,gpt-3.5-turbo,other,35,4.519142857142857,54.29
16,Iran,gpt-4,creative writing,1,4.64,100.0
16,Iran,gpt-4,other,18,5.232777777777778,44.44
16,Iraq,gpt-3.5-turbo,other,8,3.805,12.5
16,Iraq,gpt-4,other,9,7.4433333333333325,33.33
16,Ireland,gpt-3.5-turbo,coding and technical,2,5.23,0.0
16,Ireland,gpt-3.5-turbo,other,20,5.1365,25.0
16,Ireland,gpt-4,factual question answering,1,5.99,0.0
16,Ireland,gpt-4,other,16,6.42875,37.5
16,Israel,gpt-3.5-turbo,other,3,3.263333333333333,100.0
16,Israel,gpt-4,coding and technical,1,9.28,0.0
16,Israel,gpt-4,factual question answering,2,8.965,0.0
16,Israel,gpt-4,other,47,7.566808510638298,68.09
16,Italy,gpt-3.5-turbo,coding and technical,5,4.692,40.0
16,Italy,gpt-3.5-turbo,factual question answering,5,4.754,0.0
16,Italy,gpt-3.5-turbo,other,320,4.375406249999999,38.12
16,Italy,gpt-4,factual question answering,1,8.19,0.0
16,Italy,gpt-4,other,86,5.899651162790698,66.28
16,Ivory Coast,gpt-4,other,2,3.37,50.0
16,Jamaica,gpt-4,coding and technical,1,7.5,100.0
16,Jamaica,gpt-4,creative writing,1,7.47,100.0
16,Jamaica,gpt-4,factual question answering,3,7.453333333333333,100.0
16,Jamaica,gpt-4,other,108,7.399629629629629,90.74
16,Japan,gpt-3.5-turbo,coding and technical,2,3.9499999999999997,0.0
16,Japan,gpt-3.5-turbo,creative writing,1,4.29,0.0
16,Japan,gpt-3.5-turbo,factual question answering,4,3.975,25.0
16,Japan,gpt-3.5-turbo,other,259,3.926795366795367,22.78
16,Japan,gpt-3.5-turbo,roleplay or persona,1,5.71,0.0
16,Japan,gpt-4,coding and technical,2,4.775,0.0
16,Japan,gpt-4,creative writing,1,9.42,0.0
16,Japan,gpt-4,factual question answering,2,4.609999999999999,50.0
16,Japan,gpt-4,other,77,4.2690909090909095,55.84
16,Jordan,gpt-3.5-turbo,other,1,2.08,0.0
16,Jordan,gpt-4,other,1,4.27,100.0
16,Kazakhstan,gpt-3.5-turbo,other,26,4.734230769230769,26.92
16,Kazakhstan,gpt-4,other,7,4.978571428571429,85.71
16,Kenya,gpt-4,other,1,8.64,0.0
16,Kosovo,gpt-3.5-turbo,other,6,5.536666666666666,16.67
16,Kyrgyzstan,gpt-3.5-turbo,other,1,3.33,0.0
16,Kyrgyzstan,gpt-4,other,1,0.76,100.0
16,Laos,gpt-4,other,1,1.22,100.0
16,Latvia,gpt-3.5-turbo,other,1,4.77,100.0
16,Latvia,gpt-4,factual question answering,1,9.16,0.0
16,Latvia,gpt-4,other,3,4.64,33.33
16,Lebanon,gpt-3.5-turbo,other,2,4.385,0.0
16,Lithuania,gpt-3.5-turbo,coding and technical,1,5.42,100.0
16,Lithuania,gpt-3.5-turbo,other,2,2.16,100.0
16,Lithuania,gpt-4,other,17,6.0070588235294125,29.41
16,Luxembourg,gpt-3.5-turbo,other,8,4.02125,37.5
16,Luxembourg,gpt-4,other,5,4.142,80.0
16,Macao,gpt-3.5-turbo,factual question answering,1,4.21,0.0
16,Macao,gpt-3.5-turbo,other,51,3.883529411764706,23.53
16,Macao,gpt-4,other,17,2.842941176470588,64.71
16,Madagascar,gpt-3.5-turbo,other,3,7.123333333333334,66.67
16,Malawi,gpt-3.5-turbo,other,1,5.98,0.0
16,Malaysia,gpt-3.5-turbo,other,11,4.8172727272727265,27.27
16,Malaysia,gpt-4,coding and technical,1,2.83,100.0
16,Malaysia,gpt-4,other,9,3.7366666666666664,55.56
16,Maldives,gpt-3.5-turbo,other,1,7.43,100.0
16,Maldives,gpt-4,other,1,7.64,0.0
16,Malta,gpt-4,coding and technical,1,7.2,0.0
16,Malta,gpt-4,other,38,6.306578947368421,50.0
16,Mauritius,gpt-4,other,6,6.761666666666667,50.0
16,Mexico,gpt-3.5-turbo,creative writing,1,3.91,100.0
16,Mexico,gpt-3.5-turbo,factual question answering,1,2.2,100.0
16,Mexico,gpt-3.5-turbo,other,36,3.686388888888889,63.89
16,Mexico,gpt-4,factual question answering,2,6.58,50.0
16,Mexico,gpt-4,other,47,5.385319148936171,57.45
16,Moldova,gpt-3.5-turbo,other,24,5.351666666666667,29.17
16,Moldova,gpt-4,coding and technical,1,2.03,100.0
16,Moldova,gpt-4,other,18,4.635555555555555,77.78
16,Mongolia,gpt-3.5-turbo,coding and technical,1,6.89,0.0
16,Mongolia,gpt-3.5-turbo,other,1,9.24,0.0
16,Morocco,gpt-3.5-turbo,factual question answering,8,3.5175,62.5
16,Morocco,gpt-3.5-turbo,other,198,2.8434848484848483,76.77
16,Morocco,gpt-4,coding and technical,2,4.705,0.0
16,Morocco,gpt-4,factual question answering,5,4.89,20.0
16,Morocco,gpt-4,other,61,4.611475409836066,37.7
16,Nepal,gpt-3.5-turbo,other,3,6.386666666666667,33.33
16,Nepal,gpt-4,factual question answering,1,7.47,0.0
16,Nepal,gpt-4,other,5,6.378,60.0
16,New Zealand,gpt-3.5-turbo,creative writing,2,8.045,50.0
16,New Zealand,gpt-3.5-turbo,factual question answering,7,5.5928571428571425,42.86
16,New Zealand,gpt-3.5-turbo,other,271,4.451586715867159,56.09
16,New Zealand,gpt-4,coding and technical,2,6.5,50.0
16,New Zealand,gpt-4,factual question answering,4,6.805,50.0
16,New Zealand,gpt-4,other,120,5.812749999999999,76.67
16,Nigeria,gpt-3.5-turbo,factual question answering,1,7.23,0.0
16,Nigeria,gpt-3.5-turbo,other,12,6.103333333333333,58.33
16,Nigeria,gpt-4,coding and technical,1,7.47,0.0
16,Nigeria,gpt-4,creative writing,4,7.425000000000001,100.0
16,Nigeria,gpt-4,factual question answering,2,7.03,100.0
16,Nigeria,gpt-4,other,174,7.254425287356321,90.8
16,Norway,gpt-4,other,8,4.8775,75.0
16,Oman,gpt-3.5-turbo,factual question answering,1,4.85,0.0
16,Oman,gpt-4,other,1,8.73,0.0
16,Pakistan,gpt-3.5-turbo,factual question answering,1,8.14,0.0
16,Pakistan,gpt-3.5-turbo,other,19,5.474210526315789,26.32
16,Pakistan,gpt-4,other,20,6.127,80.0
16,Palestine,gpt-4,other,3,4.256666666666667,66.67
16,Paraguay,gpt-3.5-turbo,other,1,1.96,100.0
16,Peru,gpt-3.5-turbo,other,6,5.06,50.0
16,Peru,gpt-4,other,13,6.688461538461539,30.77
16,Philippines,gpt-3.5-turbo,factual question answering,1,6.33,100.0
16,Philippines,gpt-3.5-turbo,other,28,4.930357142857143,46.43
16,Philippines,gpt-4,factual question answering,3,8.303333333333333,0.0
16,Philippines,gpt-4,other,68,6.233529411764706,47.06
16,Poland,gpt-3.5-turbo,creative writing,1,8.25,0.0
16,Poland,gpt-3.5-turbo,factual question answering,1,7.76,0.0
16,Poland,gpt-3.5-turbo,other,37,4.815405405405405,27.03
16,Poland,gpt-4,coding and technical,2,5.97,50.0
16,Poland,gpt-4,other,23,5.300434782608695,56.52
16,Portugal,gpt-3.5-turbo,coding and technical,1,4.09,0.0
16,Portugal,gpt-3.5-turbo,other,10,4.757,50.0
16,Portugal,gpt-4,coding and technical,4,6.045,25.0
16,Portugal,gpt-4,factual question answering,1,6.13,0.0
16,Portugal,gpt-4,other,13,6.072307692307692,53.85
16,Romania,gpt-3.5-turbo,creative writing,1,4.95,100.0
16,Romania,gpt-3.5-turbo,factual question answering,7,6.932857142857143,28.57
16,Romania,gpt-3.5-turbo,other,89,5.722696629213483,67.42
16,Romania,gpt-4,coding and technical,1,6.78,0.0
16,Romania,gpt-4,creative writing,1,6.89,100.0
16,Romania,gpt-4,factual question answering,1,7.75,0.0
16,Romania,gpt-4,other,22,6.622272727272727,77.27
16,Russia,gpt-3.5-turbo,coding and technical,6,5.971666666666667,33.33
16,Russia,gpt-3.5-turbo,creative writing,2,5.92,50.0
16,Russia,gpt-3.5-turbo,emotional support,1,8.55,0.0
16,Russia,gpt-3.5-turbo,factual question answering,6,5.69,50.0
16,Russia,gpt-3.5-turbo,other,1138,4.321616871704745,43.15
16,Russia,gpt-4,coding and technical,5,6.586,20.0
16,Russia,gpt-4,creative writing,4,7.9475,25.0
16,Russia,gpt-4,factual question answering,7,7.911428571428572,42.86
16,Russia,gpt-4,other,560,5.656124999999999,68.21
16,Rwanda,gpt-3.5-turbo,other,1,7.22,0.0
16,Saudi Arabia,gpt-3.5-turbo,other,22,4.518636363636364,27.27
16,Saudi Arabia,gpt-4,other,6,4.825,50.0
16,Senegal,gpt-3.5-turbo,other,1,2.84,0.0
16,Serbia,gpt-3.5-turbo,coding and technical,1,6.31,0.0
16,Serbia,gpt-3.5-turbo,other,3,4.58,0.0
16,Serbia,gpt-4,other,22,7.130000000000001,31.82
16,Serbia,gpt-4,roleplay or persona,1,8.47,0.0
16,Singapore,gpt-3.5-turbo,emotional support,1,3.74,0.0
16,Singapore,gpt-3.5-turbo,other,137,3.1924817518248174,30.66
16,Singapore,gpt-4,coding and technical,1,6.87,0.0
16,Singapore,gpt-4,creative writing,2,7.1850000000000005,0.0
16,Singapore,gpt-4,factual question answering,2,8.485,0.0
16,Singapore,gpt-4,other,84,5.040357142857142,47.62
16,Slovakia,gpt-3.5-turbo,other,3,5.216666666666667,0.0
16,Slovakia,gpt-4,other,7,4.822857142857143,57.14
16,South Africa,gpt-3.5-turbo,factual question answering,1,7.72,0.0
16,South Africa,gpt-3.5-turbo,other,20,4.1659999999999995,20.0
16,South Africa,gpt-4,factual question answering,1,7.25,100.0
16,South Africa,gpt-4,other,19,6.613684210526316,52.63
16,South Korea,gpt-3.5-turbo,factual question answering,1,7.29,100.0
16,South Korea,gpt-3.5-turbo,other,100,3.8891000000000004,50.0
16,South Korea,gpt-4,factual question answering,1,1.92,0.0
16,South Korea,gpt-4,other,54,5.025925925925925,75.93
16,Spain,gpt-3.5-turbo,coding and technical,1,3.67,0.0
16,Spain,gpt-3.5-turbo,factual question answering,1,4.72,0.0
16,Spain,gpt-3.5-turbo,other,130,4.80876923076923,58.46
16,Spain,gpt-4,creative writing,2,7.515000000000001,50.0
16,Spain,gpt-4,other,176,5.474659090909091,69.32
16,Sri Lanka,gpt-3.5-turbo,factual question answering,1,6.23,0.0
16,Sri Lanka,gpt-3.5-turbo,other,2,5.0,0.0
16,Sweden,gpt-3.5-turbo,creative writing,1,5.66,0.0
16,Sweden,gpt-3.5-turbo,factual question answering,1,5.68,0.0
16,Sweden,gpt-3.5-turbo,other,29,5.405172413793103,17.24
16,Sweden,gpt-4,factual question answering,1,8.55,0.0
16,Sweden,gpt-4,other,23,6.09,30.43
16,Switzerland,gpt-3.5-turbo,other,10,3.867,70.0
16,Switzerland,gpt-4,creative writing,1,7.51,0.0
16,Switzerland,gpt-4,factual question answering,2,4.765,50.0
16,Switzerland,gpt-4,other,43,4.997906976744186,39.53
16,Syria,gpt-3.5-turbo,other,1,1.94,100.0
16,Syria,gpt-4,other,2,5.67,100.0
16,Taiwan,gpt-3.5-turbo,factual question answering,1,4.31,0.0
16,Taiwan,gpt-3.5-turbo,other,34,3.1008823529411766,44.12
16,Taiwan,gpt-4,other,16,4.199375,37.5
16,Tajikistan,gpt-4,other,4,6.1325,75.0
16,Tanzania,gpt-3.5-turbo,other,10,3.335,30.0
16,Thailand,gpt-3.5-turbo,coding and technical,1,2.04,0.0
16,Thailand,gpt-3.5-turbo,factual question answering,1,7.52,0.0
16,Thailand,gpt-3.5-turbo,other,28,6.326785714285714,28.57
16,Thailand,gpt-4,other,11,3.9572727272727275,63.64
16,The Netherlands,gpt-3.5-turbo,creative writing,2,7.445,0.0
16,The Netherlands,gpt-3.5-turbo,factual question answering,1,7.56,100.0
16,The Netherlands,gpt-3.5-turbo,other,68,4.999852941176471,38.24
16,The Netherlands,gpt-4,factual question answering,1,7.36,100.0
16,The Netherlands,gpt-4,other,79,5.660759493670886,62.03
16,The Netherlands,gpt-4,roleplay or persona,1,8.15,0.0
16,Togo,gpt-3.5-turbo,other,1,6.88,0.0
16,Togo,gpt-4,other,1,1.12,100.0
16,Tunisia,gpt-3.5-turbo,other,2,7.415,50.0
16,Tunisia,gpt-4,other,1,1.25,100.0
16,Turkmenistan,gpt-3.5-turbo,other,1,5.0,0.0
16,Türkiye,gpt-3.5-turbo,factual question answering,1,1.76,100.0
16,Türkiye,gpt-3.5-turbo,other,104,4.2787500000000005,29.81
16,Türkiye,gpt-4,factual question answering,6,3.4250000000000003,50.0
16,Türkiye,gpt-4,other,64,4.5465625,42.19
16,UNKNOWN,gpt-3.5-turbo,coding and technical,1,6.68,0.0
16,UNKNOWN,gpt-3.5-turbo,factual question answering,1,7.39,0.0
16,UNKNOWN,gpt-3.5-turbo,other,6,4.4816666666666665,0.0
16,UNKNOWN,gpt-4,other,13,3.2992307692307694,53.85
16,Ukraine,gpt-3.5-turbo,coding and technical,2,5.72,0.0
16,Ukraine,gpt-3.5-turbo,other,49,4.236938775510204,30.61
16,Ukraine,gpt-4,creative writing,1,7.57,100.0
16,Ukraine,gpt-4,other,51,5.570980392156863,56.86
16,United Arab Emirates,gpt-3.5-turbo,creative writing,2,4.29,0.0
16,United Arab Emirates,gpt-3.5-turbo,factual question answering,1,5.07,0.0
16,United Arab Emirates,gpt-3.5-turbo,other,50,3.5612,40.0
16,United Arab Emirates,gpt-4,other,8,7.58375,37.5
16,United Kingdom,gpt-3.5-turbo,coding and technical,2,6.9399999999999995,0.0
16,United Kingdom,gpt-3.5-turbo,factual question answering,9,5.933333333333334,11.11
16,United Kingdom,gpt-3.5-turbo,other,157,4.965350318471337,35.03
16,United Kingdom,gpt-4,coding and technical,1,7.36,0.0
16,United Kingdom,gpt-4,creative writing,3,6.32,33.33
16,United Kingdom,gpt-4,factual question answering,9,7.431111111111111,22.22
16,United Kingdom,gpt-4,other,133,6.3696992481203,45.86
16,United States,gpt-3.5-turbo,coding and technical,5,5.08,0.0
16,United States,gpt-3.5-turbo,creative writing,5,4.618,0.0
16,United States,gpt-3.5-turbo,factual question answering,41,5.069268292682927,24.39
16,United States,gpt-3.5-turbo,other,956,3.65163179916318,47.07
16,United States,gpt-3.5-turbo,roleplay or persona,1,2.94,0.0
16,United States,gpt-4,coding and technical,6,6.951666666666667,33.33
16,United States,gpt-4,creative writing,7,6.971428571428571,85.71
16,United States,gpt-4,factual question answering,20,6.833,25.0
16,United States,gpt-4,other,823,5.324398541919805,66.46
16,Uruguay,gpt-4,other,7,5.915714285714286,14.29
16,Uzbekistan,gpt-3.5-turbo,factual question answering,1,8.76,0.0
16,Uzbekistan,gpt-3.5-turbo,other,13,4.078461538461538,76.92
16,Uzbekistan,gpt-4,other,22,6.565454545454545,77.27
16,Venezuela,gpt-3.5-turbo,other,35,5.430285714285715,57.14
16,Venezuela,gpt-4,other,6,6.345,50.0
16,Vietnam,gpt-3.5-turbo,creative writing,1,2.71,0.0
16,Vietnam,gpt-3.5-turbo,emotional support,1,4.36,0.0
16,Vietnam,gpt-3.5-turbo,factual question answering,3,5.01,0.0
16,Vietnam,gpt-3.5-turbo,other,63,4.1276190476190475,39.68
16,Vietnam,gpt-4,other,14,4.598571428571428,64.29
16,Zambia,gpt-4,other,1,5.99,100.0
16,Zimbabwe,gpt-4,other,1,5.85,100.0
17,Albania,gpt-3.5-turbo,other,1,5.27,0.0
17,Albania,gpt-4,factual question answering,1,9.41,0.0
17,Algeria,gpt-3.5-turbo,creative writing,1,8.56,0.0
17,Algeria,gpt-3.5-turbo,factual question answering,1,3.01,0.0
